270	777	225	3
271	809	225	3
272	777	240	3
273	809	240	3
274	777	255	3
275	809	255	3
276	777	270	3
277	809	270	3
278	777	285	3
279	809	285	3
280	777	300	3
281	809	300	3
282	777	315	3
283	809	315	3
284	777	330	3
285	809	330	3
286	777	345	3
287	809	345	3
288	27	1080	0
289	59	1080	0
290	27	1095	0
291	59	1095	0
292	27	1110	0
293	59	1110	0
294	27	1125	0
295	59	1125	0
296	27	1140	0
297	59	1140	0
298	27	1155	0
299	59	1155	0
300	27	1170	0
301	59	1170	0
302	27	1185	0
303	59	1185	0
304	27	1200	0
305	59	1200	0
306	27	1215	0
307	59	1215	0
308	27	1230	0
309	59	1230	0
310	27	1245	0
311	59	1245	0
312	27	1260	0
313	59	1260	0
314	27	1275	0
315	59	1275	0
316	27	1290	0
317	59	1290	0
318	27	1305	0
319	59	1305	0
320	27	1320	0
321	59	1320	0
322	27	1335	0
323	59	1335	0
324	27	1350	0
325	59	1350	0
326	27	1365	0
327	59	1365	0
328	27	1380	0
329	59	1380	0
330	27	1395	0
331	59	1395	0
332	27	1410	0
333	59	1410	0
334	27	1425	0
335	59	1425	0
336	777	360	3
337	809	360	3
338	777	375	3
339	809	375	3
340	777	390	3
341	809	390	3
342	777	405	3
343	809	405	3
344	777	420	3
345	809	420	3
346	777	435	3
347	809	435	3
348	777	450	3
349	809	450	3
350	777	465	3
351	809	465	3
352	777	480	3
353	809	480	3
354	777	495	3
355	809	495	3
356	777	510	3
357	809	510	3
358	777	525	3
359	809	525	3
360	777	540	3
361	809	540	3
362	777	555	3
363	809	555	3
364	777	570	3
365	809	570	3
366	777	585	3
367	809	585	3
368	777	600	3
369	809	600	3
370	777	615	3
371	809	615	3
372	777	630	3
373	809	630	3
374	777	645	3
375	809	645	3
376	777	660	3
377	809	660	3
378	777	675	3
379	809	675	3
380	777	690	3
381	809	690	3
382	777	705	3
383	809	705	3
